core_temp,hyd_pressure,voltage_draw,sync_rate,coolant_level,vibration,operating_hours,failure
64.39,2461.7,555.1,92.97,292.2,3.855,4921.0,0
81.78,1661.4,596.9,85.87,369.5,3.249,4019.4,0
59.86,1981.3,411.7,95.11,473.5,5.786,2822.3,0
50.62,1843.9,473.7,88.21,304.3,4.018,3395.7,0
54.07,1118.0,518.3,85.89,423.9,3.169,4707.8,0
51.76,1330.2,479.2,94.08,203.0,3.128,1529.4,0
66.96,1258.2,523.0,92.57,361.7,2.837,1365.9,0
66.53,2224.9,539.5,90.85,94.6,0.079,23.2,0
50.08,1102.6,684.4,90.35,457.8,0.913,347.7,0
57.76,898.0,599.9,86.25,369.5,0.751,2421.1,0
71.83,1446.2,509.9,100.0,250.6,1.332,1214.4,0
61.45,1554.8,709.8,85.51,252.7,1.919,310.5,0
87.78,1690.6,291.9,85.54,308.1,5.251,1146.9,0
60.24,1688.4,584.8,95.81,341.7,1.196,2910.3,0
78.99,1460.4,492.6,73.25,151.8,3.525,4121.3,1
55.61,2383.2,544.5,96.82,176.4,1.69,532.9,0
73.91,1055.1,477.9,,301.9,3.822,3135.5,0
59.71,1311.0,349.2,96.39,270.9,,3119.0,0
49.92,1778.9,371.5,100.0,77.0,4.699,3011.0,1
59.33,1561.8,586.7,96.34,166.6,,126.0,0
53.19,2120.5,464.2,100.0,308.3,3.747,352.7,0
60.99,1565.6,467.8,88.21,290.0,5.637,3259.4,0
75.13,1759.1,570.6,92.7,443.0,3.248,4504.1,0
53.85,1838.5,458.8,100.0,68.5,1.206,1944.4,0
72.06,1624.3,503.8,94.66,345.1,3.816,4222.0,0
104.24,2135.1,309.4,85.25,494.4,6.294,4033.2,1
44.63,1829.5,758.6,92.69,256.5,2.333,1159.4,0
64.74,1649.5,393.1,79.93,454.2,4.341,4556.5,1
48.25,1158.6,508.8,89.25,206.7,3.19,2148.0,0
46.52,1445.1,440.9,100.0,233.7,0.907,2909.6,0
59.9,799.2,541.1,97.4,407.4,2.384,2262.0,0
69.6,1392.9,477.7,99.33,162.4,2.048,1050.5,0
77.32,2231.0,634.8,100.0,70.6,0.602,3281.4,0
82.73,1418.2,580.1,83.3,315.3,0.211,1379.6,0
52.79,1017.5,602.9,94.2,156.3,0.325,3341.5,0
82.72,1576.0,502.2,86.51,374.9,3.216,4160.3,0
77.85,1216.0,472.2,100.0,293.5,0.192,334.7,0
50.19,1425.4,534.7,,134.6,4.899,3289.9,1
74.81,1605.1,676.3,93.47,246.2,3.193,3667.1,0
26.4,2031.2,536.5,90.16,384.2,2.67,3481.3,0
49.8,1412.6,418.0,90.81,357.7,5.228,4099.1,0
57.84,1093.8,591.7,100.0,426.7,2.012,1608.6,0
53.86,1959.1,431.8,97.23,442.8,3.391,4708.6,0
39.73,1515.6,582.4,96.97,57.6,2.763,3789.7,0
67.63,1638.7,604.5,87.76,234.7,5.025,4917.0,1
61.87,1468.1,332.0,90.87,363.3,0.506,2801.2,0
78.01,1165.1,473.5,89.03,204.5,2.867,2935.2,0
64.85,1870.1,575.2,94.42,54.9,4.086,1128.8,1
82.14,688.3,602.8,79.31,493.4,0.824,1122.1,0
69.86,1121.1,554.6,82.4,380.1,1.392,2326.4,0
23.42,2128.6,554.7,92.1,352.6,3.487,3175.8,0
48.72,1587.6,674.6,83.81,470.4,3.687,3602.8,0
45.81,1869.3,443.9,82.06,183.0,1.975,1810.3,0
73.44,1503.6,650.6,81.37,450.9,6.306,1651.1,0
51.21,1811.6,640.3,93.66,66.1,0.254,2263.2,0
64.66,1547.8,613.3,96.6,306.3,2.862,1867.1,0
61.48,1384.8,505.5,84.49,288.6,3.432,3326.3,0
55.92,867.8,536.8,93.17,486.8,5.192,4961.8,0
41.56,2033.6,521.0,96.6,408.9,4.649,268.4,0
53.14,2600.6,541.2,100.0,414.1,1.114,4523.8,0
93.0,1491.7,642.4,98.62,499.2,,291.2,0
77.93,1575.7,383.2,91.05,224.8,0.726,4482.7,0
71.19,1960.4,487.5,81.73,169.4,4.763,173.3,0
48.19,1729.8,641.3,93.96,449.7,0.347,2067.1,0
,1337.4,250.6,90.35,70.9,5.417,1862.4,1
47.74,1319.5,498.0,93.69,360.2,1.599,4490.4,0
87.85,1649.3,623.1,96.85,133.0,0.971,1630.0,0
70.88,1358.5,450.8,100.0,54.6,1.063,1042.4,1
64.62,2128.4,356.4,86.22,471.5,0.664,4832.2,0
70.69,1220.0,512.3,86.42,176.3,2.248,527.5,0
54.72,1519.8,641.7,83.55,189.4,0.492,388.1,0
56.08,2161.7,294.6,90.34,244.5,7.929,3275.7,0
89.83,1775.8,409.6,100.0,318.2,7.084,3815.8,0
34.7,1886.7,550.3,85.15,149.2,1.431,2360.4,0
55.36,1444.4,340.1,100.0,260.5,0.797,2072.1,0
52.26,993.4,818.0,100.0,174.7,2.672,4477.5,0
74.96,1895.9,510.1,91.57,307.6,3.709,1261.4,0
72.6,2157.8,547.6,91.35,71.3,8.327,989.2,1
,1793.4,551.8,92.66,435.1,6.148,405.7,1
39.98,1378.2,415.0,90.5,300.5,1.981,904.8,0
77.78,1817.8,449.5,90.5,330.4,1.755,4371.3,0
91.56,1022.3,456.4,96.86,228.0,0.039,225.9,0
51.44,1257.3,620.0,96.27,,4.082,900.4,1
56.72,882.7,440.6,94.11,214.8,3.168,3384.3,0
63.4,1567.3,682.8,100.0,177.3,4.951,529.0,0
34.4,1158.4,588.0,100.0,,1.807,2257.6,0
44.9,1650.1,527.2,95.88,135.0,0.916,2908.1,0
7.03,1851.7,645.8,,405.4,2.07,4105.3,0
42.24,1142.7,493.3,83.74,149.9,4.597,4775.9,1
52.84,1534.9,547.9,85.28,281.6,4.837,4609.5,0
61.98,1645.2,610.3,91.63,131.1,7.603,3096.5,1
69.19,1250.7,426.9,82.79,443.5,1.296,4620.2,0
79.0,1479.6,443.4,95.97,371.5,1.362,1883.9,0
71.84,1230.3,487.3,99.97,171.0,8.066,445.8,0
53.36,1816.0,518.8,100.0,350.8,1.372,469.1,0
50.4,1805.9,431.0,,422.5,4.837,3632.5,0
82.66,826.9,513.1,93.85,156.5,1.713,4450.7,0
71.28,1623.6,676.5,100.0,305.2,2.242,3284.7,0
64.87,1556.1,505.1,85.87,351.9,0.168,2494.7,0
59.38,1847.4,522.3,89.79,215.0,4.043,1446.8,0
86.26,1780.5,403.1,,160.8,3.481,3828.3,0
48.76,1542.4,608.7,82.44,499.5,3.709,4403.7,0
63.77,1585.4,656.5,96.61,289.9,0.797,1672.5,0
66.3,1295.9,287.3,90.59,192.0,2.344,4410.7,0
46.11,1859.4,522.1,96.29,204.3,0.655,3613.3,0
68.91,1780.1,460.3,100.0,457.7,2.728,4389.7,0
77.76,1542.1,589.9,88.65,157.3,2.972,102.1,0
62.3,1662.8,375.9,91.77,203.7,4.639,1023.3,0
59.57,1223.2,374.0,100.0,497.8,5.943,4909.4,0
77.1,1496.8,463.2,86.5,127.4,1.753,4334.8,1
51.96,1609.3,547.8,83.84,403.1,3.776,1434.7,0
87.07,1347.3,608.3,,499.6,0.794,3674.4,0
78.95,2132.0,511.4,91.5,335.8,6.898,2659.4,1
54.74,1343.5,641.2,100.0,177.5,3.485,1649.4,0
56.97,1915.5,548.5,93.41,241.9,3.373,1347.7,0
49.47,1861.7,560.7,87.38,121.1,1.328,335.9,0
60.95,2148.1,487.2,92.07,424.8,6.239,3645.4,0
63.12,1751.4,673.0,91.96,270.0,5.463,4906.6,0
79.63,1210.9,465.4,100.0,368.6,4.078,3836.8,0
51.99,1468.1,535.9,90.03,371.8,4.138,2455.4,0
44.09,1518.8,720.0,93.74,233.1,3.428,681.1,0
57.2,2079.0,702.9,98.49,318.7,6.377,4004.7,0
73.84,1220.3,528.3,87.25,283.1,6.07,3191.1,0
49.5,1490.6,597.2,94.12,486.8,2.302,2434.9,0
62.49,1601.6,491.3,99.13,99.0,2.165,2645.8,0
64.87,2002.4,568.7,94.7,119.1,0.814,332.8,0
86.64,2042.8,463.8,99.81,62.0,3.41,1280.4,1
76.25,1116.2,239.0,90.94,340.5,4.414,3008.2,0
58.08,1887.5,431.5,95.1,102.7,3.28,201.0,0
65.88,1422.4,380.1,93.09,173.9,4.597,3645.9,0
68.54,1233.5,393.0,91.31,358.4,2.622,647.3,0
75.19,9353.102631194992,684.6,87.16,479.0,0.248,3899.5,0
68.85,1111.6,531.4,91.5,357.8,1.692,3354.8,0
34.86,1814.1,611.3,90.78,300.9,3.842,2935.8,0
82.46,2026.2,643.6,94.82,465.4,5.278,3289.4,1
77.14,1799.8,463.9,94.95,84.2,1.503,2531.2,1
72.44,1974.9,664.5,100.0,193.2,0.573,1902.6,0
55.53,1790.1,477.4,97.7,128.1,1.074,261.2,0
77.49,1423.9,484.6,87.27,479.6,1.025,2670.9,0
74.13,1633.8,539.4,92.88,448.5,3.376,3658.0,0
61.04,388.0,458.2,87.0,472.6,3.681,107.1,0
67.16,2180.9,575.8,,74.5,4.077,2986.1,1
29.9,2033.1,461.1,89.0,407.4,2.16,249.7,0
43.38,1641.8,544.0,91.99,295.2,3.37,4207.1,0
79.74,2352.6,611.8,96.76,433.6,9.205,791.0,1
62.34,1566.6,449.0,78.34,363.4,4.374,3353.6,0
90.01,767.6,713.9,82.79,57.0,3.987,2716.3,1
86.33,2146.4,742.9,85.26,461.2,3.242,1509.4,0
53.52,1845.9,665.4,94.55,163.4,,2952.2,0
70.92,2076.6,499.5,96.01,361.0,2.473,4513.9,0
49.0,1290.2,553.8,81.5,154.1,5.9,355.5,0
41.4,1955.6,631.4,99.26,416.5,4.476,466.7,0
45.41,1881.9,727.5,100.0,138.2,3.884,1052.6,0
54.69,1381.7,457.8,91.93,294.0,0.001,3679.1,0
37.55,2226.7,496.4,97.95,365.4,0.455,2502.1,0
61.71,1320.9,455.6,83.95,280.0,4.803,3634.9,0
88.61,1430.1,647.5,100.0,98.6,2.898,1803.9,1
61.96,2426.1,391.1,86.55,325.9,1.712,2664.3,0
94.88,2236.9,747.2,94.93,185.8,4.628,390.0,1
44.86,1423.6,698.6,,371.6,7.733,721.9,0
40.88,1502.6,402.8,100.0,448.5,3.393,892.8,0
59.23,1983.0,624.1,84.37,375.2,2.148,4893.8,0
50.3,2055.9,228.3,89.44,472.0,3.514,896.2,0
39.3,1602.7,438.0,100.0,282.2,6.879,12.7,0
62.91,1570.4,463.9,92.11,454.9,1.475,1559.4,0
66.69,1143.1,454.1,83.58,449.9,2.659,1970.9,0
62.73,1748.3,579.4,98.43,268.7,8.854,3312.5,0
37.17,1694.4,614.0,89.88,422.6,5.84,475.2,0
71.83,2237.2,778.8,84.33,467.0,0.364,3776.7,0
64.9,1129.2,382.8,95.68,178.0,3.419,3773.7,0
58.66,1466.3,500.2,87.24,92.5,6.85,3238.4,1
67.45,1251.2,614.7,90.46,62.2,5.076,244.1,1
20.52,808.9,444.9,100.0,185.1,2.03,3886.7,0
47.26,1314.5,530.0,83.86,225.7,1.873,991.5,0
69.19,1632.2,547.1,84.52,77.3,4.997,2935.9,1
94.82,12661.926399887836,413.3,84.95,442.4,5.784,4975.4,0
,1557.9,456.8,83.61,498.2,6.234,3885.1,1
77.62,1085.2,704.8,,217.5,1.459,3900.6,0
47.28,1701.8,732.9,87.95,93.6,1.701,4915.3,1
78.73,1765.7,677.2,91.0,258.8,6.368,2712.7,0
57.57,2300.7,415.9,96.64,449.0,1.805,52.3,0
37.88,1511.8,541.2,79.72,222.9,2.437,545.3,0
64.13,2026.7,599.2,94.31,332.3,0.368,1172.6,0
51.46,2035.1,552.7,86.74,244.6,4.168,734.3,0
70.12,1024.5,554.0,90.4,357.0,0.937,983.5,0
79.03,1774.2,471.6,84.14,250.1,2.406,91.3,0
67.18,2421.8,517.6,96.43,363.3,0.934,4651.3,0
55.67,1845.9,701.3,87.67,355.6,3.098,3849.9,0
78.37,1260.9,250.3,79.66,149.5,0.981,2766.1,0
73.49,1617.6,519.3,89.91,334.7,1.765,660.3,1
40.62,1532.3,567.4,96.8,356.4,1.061,4476.2,0
63.63,1860.5,586.8,88.41,118.5,1.939,1872.0,0
36.97,2045.1,741.1,90.97,114.8,4.171,4606.8,0
63.77,1227.8,681.5,99.95,296.7,2.624,1738.4,0
87.03,1230.6,456.8,93.13,350.8,2.277,1395.8,0
85.04,756.5,550.5,95.41,197.1,1.682,1319.5,0
44.51,2064.5,407.2,89.99,417.8,1.074,4521.0,0
54.12,1403.2,502.2,89.62,277.6,2.743,2269.1,0
87.7,1524.1,563.3,100.0,75.5,5.577,1010.7,1
71.84,2187.7,427.7,95.12,221.0,0.249,24.3,0
62.5,1699.5,516.1,100.0,289.6,4.527,92.8,0
54.41,1976.8,515.9,92.25,171.6,2.145,4279.9,0
70.65,1479.2,350.0,90.53,183.0,4.777,4886.8,1
73.93,1643.4,575.9,95.63,186.3,5.429,1739.2,0
55.14,1287.0,621.0,98.23,152.2,3.324,4315.6,0
79.29,1075.1,588.3,94.27,330.6,3.853,2214.0,0
78.93,1628.1,474.2,91.51,409.8,0.602,4034.1,0
89.45,1211.5,375.0,82.06,399.9,1.388,639.4,0
46.67,1069.5,430.5,87.92,330.0,7.206,2519.5,1
60.36,2143.7,449.3,98.87,288.2,2.829,4232.6,0
54.34,1592.8,540.3,100.0,170.9,6.116,1350.3,0
76.14,934.6,680.3,91.26,409.2,3.298,4487.1,0
71.61,1561.5,562.9,91.61,291.8,5.13,1221.0,0
29.3,2054.8,643.2,91.23,149.8,3.029,4151.7,0
60.58,820.8,379.0,92.11,496.6,1.213,3212.0,0
,1566.3,342.0,75.69,261.7,2.827,302.1,0
60.94,1168.9,745.8,91.41,262.6,5.595,4223.2,0
59.08,1648.6,516.4,99.79,108.5,3.894,559.2,0
88.66,2388.9,361.2,96.59,488.7,3.032,1886.0,0
66.95,2549.6,524.6,100.0,429.2,2.817,3664.6,0
73.47,1677.4,484.7,93.94,76.9,1.633,3562.9,1
75.97,1436.6,308.6,91.34,266.4,2.713,620.5,0
78.64,1058.2,472.6,100.0,197.9,3.297,2601.1,0
38.31,827.3,608.1,96.18,105.2,4.246,3622.8,0
63.49,1895.1,575.0,86.13,463.1,2.697,1292.2,0
59.46,1705.7,624.1,94.72,466.0,5.535,3285.4,0
61.18,2413.9,601.2,92.88,,1.019,867.2,0
80.13,1840.5,627.0,95.12,,0.189,4048.0,0
63.67,1715.7,442.2,84.66,,0.447,3586.5,0
54.89,975.5,495.9,100.0,67.0,0.208,1658.4,0
52.04,1801.7,414.5,95.31,291.1,3.816,280.1,0
75.93,1622.5,371.9,89.81,497.8,1.385,4652.2,0
86.09,1963.9,277.3,95.24,251.6,5.648,2364.5,1
95.37,2659.0,630.7,92.87,350.0,3.734,1629.1,0
55.37,1835.1,505.1,92.55,109.1,2.813,3576.1,0
55.32,1575.0,537.3,,275.5,1.767,736.5,0
54.55,1912.3,422.8,94.54,383.5,2.358,2862.3,0
69.81,1559.5,692.0,96.36,473.6,7.766,2644.6,0
35.32,2065.6,447.9,85.11,163.1,0.269,1219.5,0
84.36,1952.8,691.6,92.45,153.4,3.326,1504.7,0
58.92,1858.7,437.5,97.13,392.0,0.332,3084.7,0
65.02,1345.1,439.2,95.02,377.6,2.752,2281.4,0
35.78,1625.8,484.0,81.78,50.7,6.671,906.5,1
71.89,1664.5,358.9,97.01,,1.932,1937.0,0
76.82,1013.1,447.2,85.77,484.2,3.751,3252.8,0
46.38,1889.8,713.2,100.0,286.7,1.259,1702.1,0
49.53,1548.2,678.4,87.72,186.5,5.651,150.3,0
44.18,1928.5,573.9,100.0,406.2,1.641,735.6,0
46.89,1652.2,570.1,77.53,177.1,6.382,4062.9,1
78.65,1070.8,522.8,100.0,189.1,0.763,3709.6,0
58.1,2198.3,348.0,89.38,234.9,6.413,2399.4,1
36.21,1555.1,414.7,91.29,200.0,3.054,4410.0,0
61.34,12743.084569975552,514.7,99.83,279.2,4.646,2384.7,0
94.47,1066.0,477.0,89.62,225.2,3.699,1519.9,0
59.91,1414.2,567.5,84.25,,4.8,1021.0,0
60.33,1215.0,550.7,72.87,481.0,0.44,3061.4,0
52.09,2028.8,486.7,100.0,153.2,3.161,3960.6,0
67.65,1957.7,604.3,81.0,207.6,0.293,2217.9,0
87.58,1876.1,385.4,,195.5,3.018,4887.3,0
50.7,1712.4,606.0,96.07,179.2,1.119,2117.0,0
56.8,1970.2,501.0,96.87,84.0,0.264,3114.8,0
82.2,1068.9,351.2,97.41,279.2,3.396,531.8,0
65.15,1402.3,508.3,99.27,54.1,3.637,266.9,1
61.19,1793.5,627.6,84.56,465.0,3.747,3761.8,0
78.51,1490.5,514.9,100.0,158.6,0.39,1801.1,0
57.6,2000.2,603.7,95.86,359.1,2.879,553.6,0
50.19,1438.6,707.2,88.68,80.3,1.778,1271.8,0
68.44,1198.9,581.6,81.62,184.4,1.264,3374.5,0
23.32,1565.8,712.2,97.5,422.9,3.117,4387.3,0
58.78,1888.5,448.2,100.0,369.1,2.789,2862.2,0
47.05,1782.2,675.5,100.0,121.7,2.548,1910.0,0
86.24,1892.2,579.5,93.11,75.8,6.014,4183.4,1
85.97,1395.9,498.6,90.81,459.4,5.891,3978.8,0
50.31,1444.8,440.2,84.31,256.9,0.389,1860.6,0
66.5,1517.2,525.5,91.04,439.6,4.336,614.4,0
50.41,1793.1,516.9,100.0,100.1,5.332,4296.9,0
37.01,1248.9,655.0,84.15,240.3,2.415,3527.0,0
43.9,1073.9,305.6,82.43,235.6,4.843,1606.2,0
72.2,1900.2,582.2,95.78,291.0,2.923,2250.1,0
47.57,1674.0,514.5,94.24,200.6,0.512,1056.6,0
45.04,1861.6,386.8,78.76,474.4,4.988,1581.3,0
,1761.0,410.0,91.68,365.8,0.689,1523.6,0
61.6,1732.3,445.8,86.21,448.1,0.977,362.1,0
95.37,1773.0,551.3,,311.6,0.479,3651.5,0
65.21,918.9,597.5,94.11,79.3,5.557,451.0,1
49.59,1113.8,564.0,93.0,405.3,2.642,4002.2,0
42.66,1989.4,590.6,100.0,52.6,2.549,1055.0,0
71.97,864.2,550.5,91.27,304.1,3.472,4312.6,0
59.04,2315.9,444.3,94.94,412.3,0.791,3097.5,0
57.94,1649.8,698.6,90.17,278.0,2.902,1227.8,0
83.03,1818.0,472.6,92.63,403.8,4.164,390.9,0
65.53,1924.2,489.2,92.86,344.5,1.264,3591.8,0
73.21,1488.3,462.9,89.5,263.1,1.404,3537.9,0
57.93,1629.7,637.9,94.54,363.8,4.125,2770.7,0
62.72,1832.4,563.8,100.0,361.1,3.756,23.0,0
46.85,1126.2,643.1,97.08,116.7,0.91,2140.7,0
39.3,1797.2,472.5,100.0,416.5,0.386,2976.2,0
52.61,1036.9,477.1,93.29,262.8,6.856,711.5,0
65.06,1522.9,428.8,91.86,479.5,5.761,4273.3,0
39.62,1693.4,472.9,96.73,,4.152,3457.2,0
37.05,1898.3,508.8,93.52,428.9,5.022,407.7,0
71.76,1402.7,492.4,87.79,128.1,2.3,436.8,0
64.45,1729.0,661.9,100.0,198.9,4.446,3823.8,0
-17.58850723889431,1972.0,606.6,100.0,434.8,3.184,4408.1,0
21.61,1941.9,512.6,100.0,350.7,7.427,4466.2,0
67.55,1222.0,662.0,94.31,,2.461,4071.1,0
86.48,1233.5,367.6,83.37,77.8,3.127,2983.4,1
75.22,1922.9,505.5,98.35,82.5,,3707.6,1
54.53,1923.3,463.1,97.84,416.8,5.202,836.6,0
60.5,1595.0,708.6,100.0,102.7,4.583,2738.8,0
76.88,1663.6,536.0,99.91,292.6,2.499,988.4,0
55.44,2416.5,522.6,100.0,163.7,3.166,1493.7,0
55.43,1813.2,472.7,97.26,104.8,0.533,3888.2,0
69.98,1929.2,565.5,84.45,320.3,2.445,1691.9,0
67.22,1872.3,339.0,94.99,335.9,4.912,4903.9,0
114.57,1793.2,554.8,96.29,89.0,3.387,436.0,1
41.91,1805.7,420.6,91.68,361.6,5.214,10.4,0
51.09,1930.8,505.0,91.06,409.9,3.327,3505.1,0
94.82,1065.4,561.2,100.0,238.8,1.877,131.3,0
86.96,1234.7,484.7,79.68,480.5,3.9,2354.4,0
84.62,2389.8,473.4,89.29,169.0,0.993,3562.3,0
71.54,1761.3,387.4,100.0,443.9,6.111,1213.4,0
72.43,1719.6,545.4,92.17,154.7,4.259,2021.2,0
69.21,2260.0,550.2,83.19,495.1,3.918,1982.6,0
73.43,1297.6,578.1,100.0,51.8,5.182,350.0,1
45.58,1688.6,456.1,100.0,462.3,1.93,4829.0,0
44.81,1919.3,485.8,86.03,204.7,4.229,1227.7,0
62.38,2073.2,533.4,90.82,,4.718,2104.5,0
86.66,2099.6,685.8,100.0,54.3,3.809,2679.1,1
65.0,1429.9,361.6,75.7,51.0,4.506,1960.7,1
52.1,2140.4,336.8,,196.4,2.602,1679.7,0
75.99,1595.3,554.6,96.46,245.4,1.104,1397.2,0
53.65,1723.8,660.6,100.0,368.7,0.204,3730.4,0
53.11,1641.6,493.5,90.59,351.9,1.678,1588.6,0
84.43,1412.9,785.2,89.62,394.6,1.317,1540.1,0
50.12,2066.2,691.9,88.16,380.0,3.322,108.6,0
33.02,2457.4,410.2,,273.8,4.042,1436.0,0
57.6,1927.0,538.8,88.42,310.9,3.914,645.3,0
70.91,2049.4,206.6,94.56,143.8,7.306,4709.4,1
,1720.1,585.7,100.0,261.8,3.725,1101.2,0
46.17,1177.8,436.0,98.82,372.6,1.816,2532.8,0
36.65,1984.1,396.0,97.42,241.2,1.912,4240.8,0
46.81,1255.6,338.7,84.01,174.4,1.797,4547.0,1
78.03,1517.6,564.4,82.85,133.1,6.783,1320.9,1
66.87,1439.7,672.4,100.0,319.3,3.35,1842.4,0
59.65,1476.3,565.8,,239.9,0.171,4063.3,0
48.32,1366.6,400.3,78.7,328.5,3.76,218.2,0
82.3,1475.4,617.2,75.77,320.8,4.516,1246.9,0
54.05,1117.9,694.1,100.0,448.0,4.329,932.8,0
52.99,1930.3,503.1,79.2,312.4,3.479,3380.3,0
88.26,1476.6,533.2,89.0,430.8,3.576,1411.5,0
62.65,2329.1,370.0,98.9,250.8,1.032,1605.0,0
78.27,1341.3,580.2,97.03,476.1,1.76,1144.0,0
55.86,1537.8,578.9,85.63,365.7,6.422,2586.6,0
73.88,1014.5,293.3,89.66,271.5,3.069,2468.4,0
80.15,1797.1,515.0,100.0,424.7,5.121,1964.3,0
53.39,2081.5,611.7,98.91,259.8,1.299,287.1,0
43.86,1002.5,435.9,90.72,431.6,4.243,3503.1,0
70.25,1993.7,623.1,100.0,342.2,3.835,3191.7,0
46.61,2118.9,483.6,100.0,476.8,3.084,4716.6,0
76.75,1711.1,492.1,96.19,106.8,3.573,418.3,1
62.81,1654.5,410.5,90.33,243.5,3.282,1425.2,0
53.46,1202.2,779.7,91.79,96.4,1.391,42.6,0
37.26,1753.9,555.3,100.0,152.5,3.911,1829.7,0
63.29,1855.0,512.6,98.48,277.6,2.992,3433.7,0
93.61,1239.6,357.0,94.39,443.3,2.64,1297.0,0
63.39,1091.9,468.0,87.06,62.4,0.829,1639.8,0
60.38,1455.2,495.8,100.0,99.0,4.556,4575.0,0
42.01,2471.7,427.6,81.9,195.3,7.546,3533.5,1
68.28,1810.8,473.3,84.64,480.8,6.461,3988.0,0
61.48,1886.5,641.7,100.0,465.1,5.785,3200.2,0
76.0,1065.7,598.5,94.67,149.0,0.161,1446.2,0
75.68,2418.6,681.2,90.73,297.2,2.116,3566.8,0
48.08,2037.7,623.7,94.67,494.7,5.553,679.6,0
52.68,1433.7,473.1,100.0,129.0,2.414,2094.9,0
88.76,2324.2,350.0,98.53,121.5,5.263,4860.8,1
70.83,1356.3,574.8,92.68,247.9,4.8,4441.2,0
74.99,973.9,458.6,96.79,464.1,0.367,1764.6,0
75.12,2119.5,493.6,95.8,461.4,3.886,4995.3,0
71.06,940.5,363.2,93.04,67.4,7.738,3330.4,1
42.61,1945.0,583.5,92.4,462.2,7.51,4812.3,0
13.47,1733.6,448.7,90.05,224.8,5.766,4407.8,0
76.92,1737.9,581.7,85.28,335.8,2.645,782.2,0
48.75,2164.0,578.2,84.84,,0.512,164.2,0
62.63,1515.9,521.7,91.26,393.3,0.671,2399.9,0
76.84,1671.6,545.3,81.21,196.5,3.728,1140.4,0
83.77,1663.9,592.6,87.51,395.3,0.877,612.2,0
69.41,1230.0,492.2,91.96,238.4,2.136,1751.1,0
37.01,1253.6,515.2,100.0,280.2,7.732,3638.8,0
59.8,2398.3,546.9,100.0,249.1,3.739,2125.8,0
57.66,1398.1,443.4,85.14,488.8,2.504,4799.0,0
65.66,1646.9,720.6,78.79,318.8,5.089,1434.7,0
39.95,2177.7,366.3,84.15,,0.829,2367.4,0
79.35,1838.3,578.3,94.76,103.5,4.234,3961.5,1
62.94,1783.7,606.0,91.7,85.9,4.922,1738.8,1
65.54,1356.3,516.6,88.22,132.4,0.804,122.6,0
77.94,2131.4,663.3,96.3,103.6,5.648,2553.6,1
70.33,1286.4,531.3,90.61,495.0,2.09,2242.6,0
62.38,1557.7,398.7,95.29,430.3,0.655,657.6,0
80.75,1102.1,586.8,97.82,151.9,4.165,2511.7,0
54.48,1458.4,628.0,97.65,210.7,1.937,1465.2,0
42.48,1795.7,537.7,100.0,487.3,3.165,2194.0,0
73.69,1947.6,290.4,100.0,380.6,0.774,1902.6,0
46.26,1271.6,467.7,96.79,155.8,2.584,1018.8,0
75.73,1806.9,507.7,79.38,367.7,1.517,23.2,0
66.35,1125.5,697.2,90.52,94.2,6.925,2842.8,1
87.02,1875.1,541.4,84.02,343.1,,4759.2,1
74.84,2123.5,532.4,89.26,426.2,5.313,1431.5,0
58.28,632.6,499.4,100.0,375.3,1.197,2055.2,0
43.97,1112.7,511.1,100.0,158.4,5.567,4322.0,0
100.19,2052.5,550.2,86.17,390.6,3.252,470.7,0
76.84,1590.6,527.1,94.3,366.8,2.719,4201.5,0
51.83,1751.4,793.0,84.85,445.0,1.601,4712.2,0
72.98,1655.8,640.2,98.91,320.2,3.049,789.6,0
56.34,1708.1,461.0,82.25,176.5,2.598,2843.6,0
42.57,1220.8,505.5,97.75,425.5,5.034,88.8,0
71.53,1899.1,485.2,95.28,332.7,2.191,699.7,0
82.64,1194.2,627.7,93.68,194.2,4.435,2494.7,0
85.9,1279.9,647.7,92.52,371.1,2.528,573.1,0
,1976.5,440.2,92.83,112.7,3.504,4001.6,1
41.67,1518.1,646.1,89.48,324.8,6.135,3192.3,0
68.34,1791.8,413.5,100.0,75.3,2.251,3971.4,0
87.58,1407.9,509.5,89.95,101.5,0.401,2051.9,0
,1457.5,567.3,100.0,,3.77,1365.1,0
39.96,1590.1,616.7,99.91,186.0,,3635.8,0
73.02,1628.1,492.9,93.87,,0.763,4605.9,0
22.14,1887.4,423.7,97.38,151.6,3.632,3503.9,0
65.21,1427.7,608.9,89.76,408.4,1.911,3397.0,0
13.65,1608.0,401.2,90.05,187.8,6.122,1866.1,0
34.22,1661.3,544.5,89.68,191.2,0.557,4367.0,0
53.95,2002.5,566.7,,321.1,2.015,2293.0,0
67.07,2347.4,493.3,100.0,,4.882,1255.5,0
73.82,1918.1,332.3,89.12,245.8,0.888,4961.5,0
45.91,1985.6,517.1,94.48,186.2,2.089,2495.6,0
58.26,1167.7,363.5,100.0,50.8,1.573,1385.3,0
,2118.9,504.7,93.48,277.2,3.492,2707.4,0
57.58,1086.7,551.8,93.72,327.0,1.676,318.9,0
72.25,1443.6,564.6,95.44,56.8,4.716,3282.6,1
77.25,1878.6,580.5,89.19,231.6,0.95,297.5,0
68.18,1437.3,508.3,82.36,393.6,4.959,4258.7,0
32.46,1105.7,492.1,93.79,425.1,2.781,2567.4,0
48.66,1538.1,399.8,77.85,425.4,1.472,2759.0,0
75.4,9760.358724899834,457.6,100.0,402.1,2.435,2224.7,0
