UDI,Product ID,Type,Cooling temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Lubricant pressure [bar],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Air temperature [K]
5933,L53112,L,216.6506621,310.5,1515,36.6,3.408096028,54,0,0,0,0,0,300.5
841,L48020,L,178.716339,307.5,1582,37.9,5.414673489,197,0,0,0,0,,296.6
9938,L57117,L,143.7303837,308.1,1505,46.1,8.095973307,80,0,0,0,0,0,298.3
582,L47761,L,327.9325918,309.7,1394,42.9,7.076673139,206,0,0,0,0,0,297.8
205,L47384,L,352.2631977,308.5,1741,32.8,1.527007785,112,0,0,0,0,0,298.4
1642,M16501,M,318.3180908,308,1555,37,3.761599076,111,0,0,0,0,0,298
2015,L49194,L,377.8744027,308.4,1310,59.7,8.519615946,40,0,0,0,0,0,298.6
3254,L50433,L,169.8925625,309.6,1502,48.9,1.322204221,160,0,0,0,0,0,301.1
7541,M22400,M,117.2901193,311.3,1587,31.2,2.063226814,73,0,0,0,0,0,300.2
906,L48085,L,250.8634844,306.1,1474,41.2,1.103331284,156,,0,0,0,0,295.6
632,L47811,L,337.4471944,310,1554,37.3,4.660283099,103,0,0,0,0,0,298.4
8421,L55600,L,139.6185909,310.4,1546,37.7,6.512423811,159,0,0,0,0,0,298.9
7824,L55003,L,341.3142167,311.3,1484,53.2,9.688257809,158,0,0,0,0,0,300
1975,L49154,L,311.5763942,307.6,1450,48.7,6.909318966,138,0,0,0,0,0,298
163,L47342,L,116.1224598,308.1,1586,35.5,3.54104301,0,0,0,0,0,0,298.3
4999,M19858,M,392.5438349,312.8,1825,25.2,2.209394506,29,0,0,0,0,0,303.6
1244,M16103,M,125.124404,308.4,1432,53.4,9.596977648,199,0,0,0,0,0,297.1
9451,M24310,M,149.447984,308.7,1494,42.6,1.456729228,96,0,0,0,0,0,298
7765,M22624,M,114.2104466,311.7,1555,,6.498820167,5,0,0,0,0,0,
4714,L51893,L,187.103775,311.8,1451,45.2,1.129123606,173,0,0,0,0,0,303.5
876,M15735,M,339.9690444,306.3,1444,45.5,9.905603957,76,0,0,0,0,0,295.8
1432,M16291,M,256.562215,309.9,1404,41.4,9.682529618,20,0,0,0,0,0,
8739,L55918,L,182.4847451,308.7,1531,36.7,4.414156801,116,0,0,0,0,0,
6869,L54048,L,240.3138314,311.2,1363,46.3,5.615598585,62,0,0,0,0,0,301
4644,L51823,L,360.0940612,311.4,1324,54.2,3.958316013,228,0,1,0,1,0,303.2
5081,L52260,L,235.2987601,313.3,1410,51.6,5.056793128,47,0,0,0,0,0,304.2
5784,H35197,H,242.4731233,311.1,1543,36.4,3.257817504,120,0,0,0,0,0,301.8
9139,L56318,L,205.6055836,308.6,1522,37,1.96892901,106,0,0,0,0,0,297.6
7617,M22476,M,179.1123165,311.4,1468,40.4,6.608792006,55,0,0,0,0,0,300.6
8040,L55219,L,366.3687899,311.9,1560,31.8,5.364891684,21,0,0,0,0,0,
7956,M22815,M,347.59004,311.9,1310,56.1,6.471575449,35,0,0,0,0,0,300.9
9438,M24297,M,175.895717,308.7,1527,43,2.128670619,56,0,0,0,0,0,298.1
2857,H32270,H,240.0303186,309.3,1471,45.2,3.717962306,223,0,0,0,0,0,300.5
1862,M16721,M,108.5474726,307.6,1609,30.3,4.910414924,64,0,0,0,0,,297.9
2660,H32073,H,371.666467,309.3,1595,32.1,4.064737725,183,0,0,0,0,0,299.8
3385,L50564,L,369.550986,310.6,1426,40.7,8.340577485,54,0,0,0,0,0,301.3
9565,L56744,L,320.7359747,311.1,1820,24.9,2.372119215,174,0,0,0,0,0,299.8
9777,M24636,M,209.1631704,309.6,1397,54.1,8.543844557,47,0,0,0,0,0,298.6
8091,L55270,L,236.2098831,311.4,1910,23,6.425799906,153,0,0,0,0,0,300.1
8348,L55527,L,390.216088,309.6,1665,31.1,3.081907721,178,0,0,0,0,0,298.7
7463,L54642,L,306.2112036,311.3,1703,30.4,6.606626005,85,0,0,0,0,0,300
6887,M21746,M,164.3836,311.3,1465,43.2,9.048662246,113,0,0,0,0,0,300.8
4734,L51913,L,173.4057194,311.6,1484,,2.082370383,223,0,0,0,0,0,303.3
3332,L50511,L,378.7298017,310.8,1559,44.5,8.159550666,135,0,0,0,0,0,301.7
9007,L56186,L,200.5962065,307.9,1417,41.8,5.650985028,186,0,0,0,0,0,297.3
8636,L55815,L,237.602879,308.3,1704,27.3,8.961811397,65,0,0,0,0,0,297.4
6405,M21264,M,288.2501209,309.7,1183,61.4,2.178529807,170,0,0,0,0,0,300.2
8347,L55526,L,148.3856624,309.7,1601,35.7,3.837280763,176,0,0,0,0,0,298.7
9465,L56644,L,294.116422,309.4,1440,48.2,2.872779989,136,0,0,0,0,0,298.6
7061,H36474,H,315.0113683,310.4,1479,35.6,6.531313825,150,0,0,0,0,0,300.6
2097,M16956,M,357.3227954,309.4,1387,56.2,7.477596647,32,0,0,0,0,0,299.5
2004,M16863,M,389.3007403,308.2,1564,37.5,5.005320698,15,0,0,0,0,0,298.5
8805,M23664,M,342.703939,308.6,1255,60.7,2.484331696,77,0,0,0,0,0,
9733,L56912,L,352.1214459,310,2231,17.4,6.916606794,151,0,0,0,0,0,298.9
4677,L51856,L,195.7031398,311.5,1879,21.3,3.812712506,78,0,0,0,0,0,303.4
5018,L52197,L,358.2752032,313,1483,45,5.952434876,78,0,0,0,0,0,303.9
7470,L54649,L,190.8195621,311.6,1607,33.5,4.309264686,109,0,0,0,0,0,300.3
547,L47726,L,292.891355,309.4,1809,24.3,8.2618772,110,0,0,0,0,0,297.5
1450,H30863,H,176.1654457,310.4,1677,,2.764212353,73,0,0,0,0,0,299
3987,M18846,M,108.4975517,311.3,1577,29.8,6.015574917,112,0,0,0,0,0,302.2
6901,L54080,L,396.8528144,311.7,1670,31.3,4.287682063,150,0,0,0,0,0,301
2611,H32024,H,233.9667176,309.1,1547,40.9,1.22021291,50,0,0,0,0,0,299.4
1901,H31314,H,327.48239,307.6,1493,36,6.583988526,161,0,0,0,0,0,297.9
3921,L51100,L,352.1985818,311.5,1885,27.5,6.341853811,147,0,0,0,0,0,302.6
2758,L49937,L,157.5326214,309.2,1439,36.1,3.984943534,203,0,0,0,0,0,299.8
6125,M20984,M,308.0736283,310.9,1727,30.1,4.782253743,102,,0,0,0,0,300.9
6398,M21257,M,148.6408781,309.6,1587,32.6,7.823853203,152,0,0,0,0,0,300
1886,L49065,L,259.2095511,307.6,1683,32.8,1.843166429,122,0,0,0,0,0,
9824,M24683,M,315.8261556,309.3,1488,43.7,2.199771011,189,0,0,0,0,0,298.5
5739,L52918,L,122.3010951,311.7,1281,48.8,6.284173744,0,0,0,0,0,0,302.3
8668,M23527,M,126.0623948,308.8,1455,46.1,3.5424133,147,0,0,0,0,0,297.5
5891,L53070,L,220.8444016,311,1634,32.6,9.430666002,155,0,0,0,0,0,301.4
2098,M16957,M,385.3360619,309.4,1326,47.5,9.505791486,35,0,0,0,0,0,299.4
9290,L56469,L,267.6955207,308.9,1367,45,6.135534109,85,0,0,0,0,0,298.2
5693,M20552,M,231.2165793,311.9,1313,55.7,8.707868486,102,0,0,0,0,0,
500,L47679,L,189.8452601,309.1,1515,35.1,2.045337277,213,0,0,0,0,0,297.5
5625,M20484,M,275.5592985,312.2,1469,,7.770446935,143,0,0,0,0,0,302.8
837,L48016,L,367.8817384,307.4,1368,45.1,6.997025636,185,0,0,0,0,0,296.6
3472,L50651,L,386.4295253,310.7,1441,49.3,1.633090343,58,0,0,0,0,0,301.8
4698,M19557,M,360.8932189,311.6,1573,34,8.426176825,134,0,0,0,0,0,303.5
6281,M21140,M,185.4061984,310.7,1527,41.1,5.315022598,53,0,0,0,0,0,301.2
8884,M23743,M,221.6510547,309.2,1529,38.1,5.530194976,96,0,0,0,0,0,297.9
2172,L49351,L,288.5260956,309.1,1502,44.6,4.346413234,13,0,0,0,0,0,299.5
9232,L56411,L,196.2834945,309.1,1539,36.5,8.078669047,134,0,0,0,0,0,298.2
5679,M20538,M,255.8842872,311.7,1584,36.2,8.527156536,63,0,0,0,0,0,302.2
9185,L56364,L,213.9693305,309.2,1665,36.6,7.485485825,22,0,0,0,0,0,298
399,H29812,H,227.2508146,308.3,1502,43.6,9.638887056,169,0,0,0,0,0,297.4
2011,L49190,L,274.371923,308.3,1278,60.5,2.982882065,32,0,0,0,0,0,298.6
5167,H34580,H,229.4310506,313.5,1546,41.4,4.417288047,58,0,0,0,0,0,304.2
5872,L53051,L,329.0891002,311.1,1469,49.5,7.287494695,107,0,0,0,0,0,301.5
9793,H39206,H,376.5522314,309.4,1573,36,8.35232113,97,0,0,0,0,0,298.5
1284,L48463,L,386.3126745,309.4,1356,45.4,2.837759121,96,0,0,0,0,0,298.3
8391,M23250,M,209.4634057,309.8,1288,61.9,3.693284216,79,0,0,0,0,0,298.8
2449,L49628,L,132.4741786,308.9,1440,42.5,1.929860185,87,0,0,0,0,0,299.4
4257,M19116,M,223.2890677,311,1591,,3.250366246,119,0,0,0,0,0,302.6
1837,L49016,L,154.6540941,307.2,1518,35.8,6.966239966,195,,0,0,0,0,297.7
9597,L56776,L,167.6656962,310.1,1466,43.4,3.181004367,50,0,0,0,0,0,298.9
1020,L48199,L,363.3427501,307.3,1398,52.7,9.604302521,31,0,0,0,0,0,296.3
5067,L52246,L,318.1092157,313.1,1550,30.9,2.786404433,9,0,0,0,0,0,304.1
1327,L48506,L,238.7995895,310.2,1411,46.5,8.307281972,202,0,0,0,0,0,298.9
8753,M23612,M,250.3802719,308.5,1465,55.9,6.637419409,153,0,0,0,0,0,297.4
476,L47655,L,377.5325019,309.1,1380,41.1,3.229742504,152,0,0,0,0,0,297.4
2811,L49990,L,323.607082,309.1,1772,24.8,6.775614093,113,0,0,0,0,0,299.8
8633,L55812,L,356.9042334,308.3,1590,35.5,8.284514126,59,0,0,0,0,0,297.3
1652,L48831,L,176.2618129,307.8,1414,51.7,7.52657843,140,0,0,0,0,0,298
9612,L56791,L,147.8388537,310.2,1432,42.2,3.481730252,87,0,0,0,0,0,299
1170,L48349,L,351.665524,308.1,1355,,8.488053864,217,0,0,0,0,0,297
2529,L49708,L,398.7489057,308.6,1730,25.9,4.574504486,59,0,0,0,0,0,298.8
1207,H30620,H,280.3490036,308,1318,,1.37717137,88,0,0,0,0,0,296.9
6257,L53436,L,148.3646943,310.6,1493,37.8,3.023586427,206,1,0,0,0,0,301
7927,L55106,L,388.8887007,311.9,1335,57.1,9.494973559,194,0,0,0,1,0,300.7
5470,M20329,M,211.2217553,312.2,1439,42.5,7.690711747,164,0,0,0,0,0,302.7
9384,H38797,H,317.5805176,308.1,1548,38.2,3.603640665,117,0,0,0,0,0,297.5
432,L47611,L,248.0650615,308.5,1446,41.9,6.774977696,32,0,0,0,0,0,297.5
7701,M22560,M,157.7090858,311.6,1348,62.5,4.230380659,36,0,0,0,0,0,300.7
868,H30281,H,136.479094,306.5,1594,33.2,4.586468834,55,,0,0,0,0,295.9
2975,M17834,M,241.7450725,309.4,1521,37.2,2.002845781,90,0,0,0,0,0,300.6
5237,L52416,L,272.7696104,313.1,1394,45.4,2.624916306,36,0,0,0,0,0,303.8
5094,M19953,M,342.8582224,313.3,1415,,2.088724791,82,0,0,0,0,0,304
5434,L52613,L,191.3385683,312.5,1550,,7.513151769,72,0,0,0,0,0,302.9
542,L47721,,182.8625781,309.4,1296,52.3,4.707417893,96,0,0,0,0,0,
5196,L52375,L,257.4725814,313,1551,36.8,9.627051299,140,0,0,0,0,0,
1133,L48312,L,230.1864994,307.9,1271,61.4,2.406039199,125,0,0,0,0,0,296.8
9838,M24697,M,289.1097313,309.3,1355,50.6,4.526671091,8,0,0,0,0,0,298.4
4502,L51681,L,373.7777221,310.2,1307,,1.135970042,86,0,1,0,0,0,302.5
6355,L53534,L,149.3813513,309.6,1565,34.8,1.981548591,32,0,0,0,0,0,300.1
9334,L56513,L,387.2104684,309,1450,40.5,4.050354623,199,0,0,0,0,0,298.5
3391,H32804,H,268.1697132,310.7,1599,40.4,4.549980836,72,0,0,0,0,0,301.5
3889,L51068,L,189.393752,311.2,1903,22.9,2.862604197,55,0,0,0,0,0,302.3
2963,L50142,L,352.9679241,309.5,1508,39.9,9.05754586,59,0,0,0,0,0,300.7
4156,L51335,L,238.1546268,310.5,1370,44.4,5.418873139,85,0,1,0,0,0,302
3260,M18119,M,373.8363462,310,1625,31.6,3.075306075,173,0,0,0,0,0,301.2
6303,L53482,L,199.1514124,310.6,1437,51.2,2.080729797,112,0,0,0,0,0,301.2
6035,M20894,M,199.0324505,310.8,1389,48.1,2.568538283,88,0,0,0,0,0,300.6
7919,L55098,L,117.6635776,312.1,1505,41.3,1.346284059,173,0,0,0,0,0,300.8
9937,H39350,H,193.2577484,308.2,1534,33.2,6.213272877,75,0,0,0,0,0,298.3
2584,L49763,L,269.8791107,308.9,1342,50.8,8.229342091,195,0,0,0,0,0,299.2
2814,L49993,L,262.2547366,309.3,1887,22.6,3.808472606,120,0,0,0,0,0,300
3960,M18819,M,220.2230182,311.4,1538,37.4,7.767255842,37,0,0,0,0,0,302.2
2948,L50127,L,163.1118801,309.5,1592,29,1.00120953,17,0,0,0,0,0,300.7
6644,M21503,M,380.549457,310.5,1308,60.5,3.549252879,139,0,0,0,0,0,301.5
5175,M20034,M,113.4578764,313.5,1390,47.8,3.427880366,83,0,0,0,0,0,304.2
6842,M21701,M,123.1427018,311.2,1591,35,8.838756537,208,0,0,0,0,0,
8299,H37712,H,359.9879013,310.1,1435,45.6,9.613157723,37,0,0,0,0,0,298.7
3587,L50766,L,180.1013899,310.5,1593,34.9,6.268570175,139,0,0,0,0,0,301.8
9229,M24088,M,264.1138392,309.1,1572,37.5,8.131021274,126,0,0,0,0,0,
7989,L55168,L,184.6428567,312.3,1486,34.9,7.012159259,122,0,0,0,0,0,301.1
2564,L49743,L,136.8530444,309.1,1496,37.2,9.420393385,149,0,0,0,0,0,299.3
2631,L49810,L,129.0054411,309.8,1372,39.6,8.197853147,105,0,0,0,0,0,300
3191,L50370,L,335.9102465,309.2,1599,30.1,9.641459868,216,0,0,0,0,0,300.1
7779,L54958,L,109.399167,311.6,1517,39,3.115339557,45,0,0,0,0,0,
7646,L54825,L,128.5301237,311.4,1662,29.3,2.906366299,129,0,0,0,0,0,300.4
5037,L52216,L,215.2265047,313.2,1615,37.8,1.889266624,127,0,0,0,0,0,304
1081,L48260,L,224.6763619,307.8,1774,28,8.950609966,188,0,0,0,0,0,297
4284,M19143,M,287.7489337,309.9,1334,61,9.490889674,182,0,1,0,0,0,301.8
9712,H39125,H,108.1324963,310.1,1429,42.9,5.297142257,96,0,0,0,0,0,299.1
7086,L54265,L,291.4015509,310.3,1484,41,4.624953017,213,0,0,0,0,0,300.6
2086,L49265,L,321.456668,309.3,1462,46.7,3.573225985,7,0,0,0,0,0,299.5
6346,L53525,L,112.5008613,309.8,1650,29.6,7.582442126,13,0,0,0,0,0,300.2
2453,M17312,M,164.0776231,308.6,2329,14.6,3.385632654,95,0,0,0,0,0,299.1
4967,L52146,L,105.4244527,312.6,1793,28.1,7.976984221,170,0,0,0,0,0,303.8
2024,L49203,L,102.3641994,308.5,1444,54.2,9.034900934,62,0,0,0,0,0,298.7
8072,L55251,L,112.1064261,312,1646,29.5,7.086795303,106,0,0,0,0,0,300.5
8988,L56167,L,122.4531459,307.9,1580,35.8,9.282895729,140,0,0,0,0,0,297.2
8719,L55898,L,300.7211032,308.7,1509,39.3,1.407320552,66,0,0,0,0,0,297.2
7322,L54501,L,363.7936109,310.2,1911,23.5,3.623182211,166,0,0,0,0,0,299.8
227,L47406,L,328.8684641,308.4,1329,49.2,4.993075358,166,0,0,0,0,0,298.3
1014,M15873,M,272.4065111,307.2,1619,29.7,2.981525192,17,0,0,0,0,0,296.1
6680,L53859,L,289.3543568,310.8,1392,42.4,1.511861015,3,0,0,0,0,0,301.6
1930,M16789,M,328.8008502,307.8,1483,50.9,6.244180054,26,0,0,0,0,0,298
1044,L48223,L,373.5047504,307.6,1431,45.2,4.659655384,90,0,0,0,0,0,296.5
5252,M20111,M,191.3692958,312.9,1307,54.3,1.531673519,68,0,0,0,0,0,303.4
1405,M16264,M,332.3964246,310.1,1555,40.6,6.132883603,176,0,0,0,0,0,298.9
2180,L49359,L,130.6926425,309.2,1601,33.3,8.179830179,33,0,0,0,0,0,299.6
698,M15557,M,110.5601938,308.8,1453,39.7,6.80236161,69,0,0,0,0,0,297.6
1125,M15984,M,393.1504231,307.8,1258,69,7.474392948,105,0,0,1,0,0,296.7
7379,L54558,L,281.708146,310,1388,52.4,9.067298131,94,0,0,0,0,0,299.5
3896,M18755,M,327.1957667,311.2,1546,40,7.023447135,71,0,0,0,0,0,302.3
8218,L55397,L,146.7143722,310.6,1577,37.1,7.39619135,44,0,0,0,0,0,299.1
5111,M19970,M,244.1505906,313.5,1732,26.2,3.138537184,126,0,0,0,0,0,304
1779,L48958,L,233.3255755,308.2,1325,54,4.034597507,41,0,0,0,0,0,298.6
7787,L54966,L,274.0941575,311.5,1466,46.2,6.146816769,62,0,0,0,0,0,300.3
2635,L49814,L,199.9725859,309.7,1554,32,8.790155692,117,0,0,0,0,0,300
7188,L54367,L,127.7738365,310.5,1402,54.3,4.034441506,44,0,0,0,0,0,300.4
7545,L54724,L,280.1453407,311.4,1425,44.2,1.781146145,84,0,0,0,0,0,300.2
7605,L54784,L,198.9211121,311.3,1639,34.6,4.296866675,24,0,0,0,0,0,300.4
3490,L50669,L,323.6844147,310.9,1542,36.7,3.089573989,101,0,0,0,0,0,301.9
8260,L55439,L,377.7283013,310.5,1471,,4.206790974,146,0,0,0,0,0,299.1
1038,H30451,H,372.3830335,307.5,1596,35.1,8.087243278,75,0,0,0,0,0,296.4
6094,L53273,L,140.3263842,310.8,1375,,9.961017204,20,0,0,0,0,0,301
2257,L49436,L,165.6483652,308.3,1489,38.1,3.92631552,32,0,0,0,0,0,299.1
8189,M23048,M,283.8167012,310.9,1530,38.8,5.412097835,198,0,0,0,0,0,299.6
2614,M17473,M,196.261045,309.1,1571,38.3,7.162696865,59,0,0,0,0,0,299.3
314,L47493,L,226.4422982,308.6,1313,50.8,2.194901806,170,0,0,0,0,0,298
2650,M17509,M,104.7659477,309.5,1582,38.2,7.861755078,160,0,0,0,0,0,299.9
2282,L49461,L,141.3055455,308.7,1536,38.9,7.951039366,94,0,0,0,0,0,299.3
6742,M21601,M,372.2383802,311.1,1506,39.5,6.488628178,158,0,0,0,0,0,301.7
2980,L50159,L,179.8799033,309.5,1542,38.5,9.765827482,108,0,0,0,0,0,
2548,L49727,L,216.1363152,309.1,1578,,2.101435335,109,0,0,0,0,0,299.2
5513,L52692,L,175.3796237,312.2,1682,30.9,6.538947599,58,0,0,0,0,0,302.8
5133,L52312,L,288.2456407,313.3,1415,50,3.886125657,184,,0,0,0,0,304.1
2160,M17019,M,380.7781713,309,1602,31.3,2.217282143,210,,0,0,0,0,299.5
7081,L54260,L,281.2926374,310.4,1543,47.3,2.495276362,203,0,0,0,0,0,
3138,L50317,L,255.1142659,309.9,1567,36.5,1.851762463,72,0,0,0,0,0,300.4
9080,H38493,H,386.6825529,308.1,1554,42.4,8.883600995,158,0,0,0,0,0,
5851,L53030,L,118.6138758,311.1,1560,35.3,6.549279765,55,0,0,0,0,0,301.3
9866,M24725,M,275.113412,309.8,2450,13.9,2.870619235,89,0,0,0,0,0,298.9
6446,L53625,L,393.8591215,310.3,1662,34.4,5.155486607,57,0,0,0,0,0,300.7
3968,M18827,M,257.3240611,311.4,1479,45.6,5.646931482,59,0,0,0,0,0,302.3
1429,L48608,L,176.4063988,309.9,1568,33.7,3.075185188,13,0,0,0,0,0,298.8
8423,H37836,H,224.4303451,310.3,1243,63,1.755717469,163,0,0,0,0,0,298.9
2521,L49700,L,180.367331,308.6,1535,41.2,7.733828912,40,0,0,0,0,0,298.8
7838,L55017,L,258.1418535,311.5,1685,31,9.892001008,193,0,0,0,0,0,300.2
4970,L52149,L,366.1214766,312.7,1528,38.4,4.251754985,177,0,0,0,0,0,303.9
1856,H31269,H,399.3089373,307.3,1249,62.8,3.520520942,47,0,0,0,0,0,297.7
8885,L56064,L,157.7592872,309.2,1527,32.4,6.739404369,99,0,0,0,0,0,
5603,L52782,L,324.8402988,312.1,1334,54.7,9.465812275,88,0,0,0,0,0,302.9
9345,L56524,L,185.4552855,308.8,1616,33.7,6.480175313,16,,0,0,0,0,298.2
9869,L57048,L,240.341132,309.9,1526,35.4,4.319080371,96,0,0,0,0,0,298.9
449,L47628,L,343.5335912,308.6,1552,44.9,5.777873506,77,0,0,0,0,0,297.5
7704,H37117,H,243.0159964,311.7,1864,23.6,4.644168889,47,0,0,0,0,0,300.7
1285,L48464,L,395.7122269,309.5,2153,15.3,6.49186658,98,0,0,1,0,0,298.4
5996,L53175,L,289.3072784,310.3,1920,22.3,8.352451529,223,0,0,0,0,0,300.6
7900,L55079,L,197.2292993,312.4,1364,52.5,3.46475983,125,0,0,0,0,0,300.9
3728,L50907,L,189.931027,311.2,1786,24.3,2.719953053,81,0,0,0,0,0,302.3
7354,L54533,L,240.6732525,310.3,1687,30.4,2.513100777,33,0,0,0,0,0,299.8
362,L47541,L,149.9266783,308.3,1596,36.8,2.717968684,77,0,0,0,0,0,297.5
6280,L53459,L,102.415506,310.8,1432,54.4,9.742855394,51,0,0,0,0,0,301.3
5231,M20090,M,282.9664946,313.1,2117,18.6,8.81143219,22,0,0,0,0,0,303.8
8943,L56122,L,225.8600281,308.3,2188,17,1.925439883,32,0,0,0,0,0,297.3
7296,M22155,M,127.0268749,310.5,1329,57.4,1.129658215,99,0,0,0,0,0,
8892,M23751,M,212.5764393,308.9,1681,28.3,3.309272719,116,0,0,0,0,0,297.7
7535,L54714,L,295.7813959,311.2,1418,47.3,1.336867135,60,0,0,0,0,0,300
6252,M21111,M,342.7175628,310.2,1598,36.5,1.324176424,195,0,0,0,0,0,300.8
5927,L53106,L,371.1073822,310.1,1440,51.1,2.887572886,41,0,0,0,0,0,300.2
5150,L52329,L,174.5817432,313.5,1452,41.5,8.093020537,15,0,0,0,0,0,304.3
2461,L49640,L,320.3932755,308.6,1466,46.4,4.658892545,112,0,0,0,0,0,299
23,M14882,M,281.8795474,309.3,1581,30.7,4.842492078,65,0,0,0,0,0,298.9
2067,L49246,L,238.363142,309.6,1512,36.2,6.106112733,172,0,0,0,0,0,299.7
1654,L48833,L,235.9397699,307.8,1386,57.3,5.994221367,147,0,0,0,0,0,298
703,M15562,M,105.2974453,308.9,1531,48.3,5.547820234,84,0,0,0,0,0,297.7
8491,M23350,M,260.7781563,309.6,1364,58.7,6.950821119,123,0,0,0,0,0,298.5
2744,L49923,L,158.2120143,309.1,1476,45.3,1.060494962,166,0,0,0,0,0,299.6
1377,M16236,M,283.6538269,310.2,1527,31.2,8.249038091,102,0,0,0,0,0,298.8
1725,M16584,M,380.644066,307.8,1457,52.5,7.003036567,98,0,0,0,0,0,298.3
2469,M17328,,334.6490676,308.6,1524,40.4,5.164946991,131,0,0,0,0,0,298.9
3755,L50934,L,336.0622325,311,1442,43.7,4.047091793,152,0,0,0,0,0,302.3
2326,L49505,L,124.3690484,308.8,1603,33.9,3.522306301,203,0,0,0,0,0,299.3
461,H29874,H,204.5604557,308.6,1431,42,1.996051095,109,0,0,0,0,,297.3
5164,M20023,M,342.0817225,313.4,1713,23.5,5.769636584,50,0,0,0,0,0,304.2
4184,L51363,L,386.9408281,310.7,1402,50.9,9.892810379,157,0,0,0,0,0,302.3
5527,L52706,L,215.4022667,311.9,1520,44.9,5.338896854,94,0,0,0,0,0,302.5
4083,L51262,L,215.7241088,310.4,1568,39.2,4.407065145,112,0,0,0,0,0,302
1487,M16346,M,277.76433,309.2,1524,34.6,5.030412154,161,0,0,0,0,0,298.2
3679,L50858,L,105.7235453,311.5,1567,33.1,7.490297869,168,0,0,0,0,0,302.2
283,M15142,M,272.8947658,308.1,1390,49.8,1.305931655,85,0,0,0,0,0,298.1
6580,L53759,L,139.3832461,310.4,1501,41.6,2.512535329,192,0,0,0,0,0,301.3
4559,L51738,L,357.407906,310.7,1369,47.5,4.948308301,11,0,1,0,0,0,302.7
4309,H33722,H,234.2689783,309.9,1460,47.2,6.557625146,22,0,0,0,0,0,301.4
6685,L53864,L,357.9359339,310.9,1538,40.4,6.323378079,13,0,0,0,0,0,301.6
4866,M19725,M,338.7637352,312.3,1624,34.8,3.132315817,121,0,0,0,0,0,303.5
3538,M18397,M,361.4864832,311,1980,21.5,3.859083046,20,0,0,0,0,0,302
3869,M18728,M,201.3586698,311.7,1759,29.9,5.94083486,5,0,0,0,0,0,302.7
7004,L54183,L,153.2276181,310.6,1540,46.7,8.3684002,206,0,0,0,0,0,300.5
2582,L49761,L,102.7748083,309.1,1345,60.7,9.639370507,191,0,0,0,1,0,299.2
1369,H30782,H,383.3215061,310.3,1708,27.1,5.933065925,78,0,0,0,0,0,298.8
9470,L56649,L,386.1222361,309.4,1698,33.2,9.788389285,147,0,0,0,0,0,298.6
8198,M23057,M,227.2463025,310.7,1492,45.7,6.220866777,219,0,0,0,0,0,299.4
598,H30011,,271.6993838,309.6,1428,46.6,4.522312796,13,0,0,0,0,0,
4352,L51531,L,119.6117614,309.6,1432,43.7,8.203876389,138,0,0,0,0,0,301.8
6347,L53526,L,221.9647654,309.7,1275,60.7,2.799185059,15,0,0,0,0,0,300.2
8977,L56156,L,325.9583891,307.4,1535,34.6,2.819398411,114,0,0,0,0,0,296.7
6380,L53559,L,307.0837596,309.7,1485,45.9,7.760235774,100,0,0,0,0,0,300.1
4759,L51938,L,340.1921324,311.6,1465,48.7,5.085504189,60,0,0,0,0,0,303.5
647,M15506,M,277.4845714,309.4,1461,43.7,9.02339761,142,0,0,0,0,0,297.7
6382,L53561,L,172.5014607,309.7,1771,27.1,4.026223391,104,0,0,0,0,0,
7528,L54707,L,316.2278078,311.3,1470,,7.652828059,40,0,0,0,0,0,300.1
9698,M24557,M,198.4217927,309.8,1413,45.5,1.458992092,64,0,0,0,0,0,298.8
6024,M20883,M,109.9988505,310.9,1369,,6.351751569,63,0,0,0,0,0,300.7
7955,L55134,L,369.7277161,311.9,1454,41.9,8.071918459,33,0,0,0,0,0,301
7166,L54345,L,199.463224,310.1,1392,47.9,2.538790246,201,0,0,0,0,0,300.2
3469,L50648,L,131.0348341,310.7,2092,18.6,3.192718796,51,,0,0,0,0,301.8
7798,L54977,L,203.9043211,311.4,1476,39,5.147714436,92,0,0,0,0,0,300
7698,L54877,L,188.6824065,311.4,1400,45.1,6.285451901,29,0,0,0,0,0,300.5
2991,L50170,L,326.5775008,309.8,1688,28.6,3.197466752,135,0,0,0,0,0,300.6
9408,L56587,L,373.0950983,308.3,1435,50.1,5.989101,189,0,0,0,0,0,297.8
4876,L52055,L,270.3347012,312.4,1702,31.2,4.479272524,144,0,0,0,0,0,303.7
2545,L49724,L,364.0657666,309,1951,21.4,4.782416876,102,0,0,0,0,0,299.2
8596,M23455,M,371.7399853,308.2,1624,30.9,5.400256069,186,,0,0,0,0,297.5
5342,H34755,H,170.3119018,312.8,1404,55.8,7.190892688,84,0,0,0,0,0,303.5
1568,L48747,L,163.2726421,308.2,1521,39.3,1.313760336,151,,0,0,0,0,298.1
9995,L57174,L,386.1735738,308.3,1634,27.9,1.948421962,12,0,0,0,0,0,298.8
4067,M18926,M,155.9001936,310.7,1472,47,2.797049349,73,0,0,0,0,0,301.9
3989,L51168,L,278.5264924,311.3,1554,40.2,9.384207433,118,0,0,0,0,0,302.2
7032,L54211,L,291.867435,310.8,1479,49.1,3.473366061,71,0,0,0,0,0,300.7
2161,L49340,L,161.8048496,309,1507,41,6.4580727,213,0,0,0,0,0,299.4
